SD1,SD2,Guzik Index,Porta Index,Asymmetric Spread Index,HB AMI,Slope Index,Area Index,KDE AMI
135.56181717028508,161.284691288548,34.56037237790872,37.254901960784316,0.641603419948475,4.97468338163091,0.454997974783955,0.7453164339808582,16.377255830417468
122.40199662210975,163.0243140776761,30.915506615252486,11.111111111111116,0.644483649022551,4.660168636130211,1.648307434332863,0.3178627757625785,15.687543858301211
79.71160137608197,130.08559962312512,27.1849323665434,6.060606060606055,0.57829569205887,5.075192189225523,7.33169411923047,9.715360617688518,11.035428482691238
46.442619253406484,123.86424539514695,44.73789682871028,7.14285714285714,0.6197875035872765,3.178208630818639,12.20787325053523,17.518474688340625,7.964478025768465
15.577919265019027,40.30126796378113,7.230923025658087,0.0,0.5405806233122754,3.1426968052735442,1.954886756070806,1.7388219860753784,2.5601334117938555
58.56535278172657,79.17987563642292,2.5646507740599955,1.6393442622950838,0.47018450717948107,4.872101572973796,0.5471808136060741,0.504563793098689,7.251935494806864
23.08522231163237,47.47139559928863,4.112024353120258,3.8961038961038974,0.49727554894064935,3.17820863081864,3.2204808879112923,3.391660527652207,3.7934414864561465
16.171485183152452,30.534469957212238,5.121193617755592,1.3698630136986356,0.4842398105310054,2.7524094128159016,1.741185483470864,1.7419129487063256,1.9493856157791918
21.97643417726974,53.44269491995763,24.306953550651023,17.85714285714286,0.5886899781680761,3.9568378355153317,3.894549795843427,3.9192782101502344,3.286781184398082
63.77502702912572,89.66218070153663,7.468557562939604,8.108108108108114,0.5183258042170135,3.849001794597503,1.3559503196566736,1.4593188256603717,7.032828801253421
54.430926978036226,98.50778121672171,39.392657834493285,21.42857142857143,0.7303963436386129,4.08248290463863,5.643874237684232,4.471592614003739,9.905341984096736
13.23740841497198,30.962538290052837,6.953555497244812,5.263157894736848,0.4829807542239922,2.1021874129563045,4.878906853056875,4.72435061828037,1.8179590000628267
69.32709466679411,96.11064857714841,22.982132738475226,1.7543859649122862,0.592901918722412,4.08248290463863,2.3396073170288023,2.5941109028265963,10.956375055208259
18.240190389755956,32.33196654405761,18.686996839749924,4.61538461538461,0.5683252930453517,2.594996480538409,5.6903989460376,6.062982026974395,3.2341832256769885
26.358406964678604,72.59281935310884,3.2575128673418385,1.538461538461533,0.5074240828337099,2.682716849943299,2.327343022587569,2.3113925748918573,4.344108677241145
89.78195268057905,112.46312702888993,25.82219367695695,6.451612903225811,0.6128009423100909,3.2133280243609805,0.222040455739414,1.785255111546702,12.21840114114553
36.22830996459044,57.01978847777594,4.153541693502117,0.0,0.5179994526070603,2.7216552697590863,3.6285935117553403,3.5550404830300364,3.5194799397831473
30.308864589873245,81.87609025743814,2.525745693950898,11.111111111111116,0.5423299848026626,3.8924947208076146,4.755107001244774,4.119057207331311,5.104857866304415
21.864374866130074,131.86891730394257,17.841443467593532,10.000000000000009,0.5244939013952982,4.550502247782184,14.853316471898514,11.804728276131637,5.218874261931965
60.28628948490488,59.07337103288993,3.9974727766008855,5.263157894736836,0.45902417221511566,3.5533452725935075,2.4969012759149978,2.549458061273069,5.009130150019486
54.25786066318531,67.13369527370628,1.6553766093939215,0.0,0.5019587383027035,3.5533452725935075,0.9842736699096188,0.8922081031911278,6.155918178219106
41.81440384680585,59.369317489816574,9.454485619516939,1.4925373134328401,0.535831018388271,2.436050786486898,3.043359738095619,3.426314541585884,4.967342224905409
4.073118713299623,21.771371287253295,5.6137012369172234,6.521739130434778,0.5489746633638614,1.421338109037403,2.060707537994255,2.076038840199257,0.7078136326419936
38.32094616856735,74.70437293834867,0.20069204152248776,5.084745762711873,0.48597962453714155,3.827069981913663,3.135456296995387,2.887353690791361,6.128976886470559
31.92137559675998,31.757153830863043,6.434159008867768,3.2258064516129004,0.5114603299403985,2.9587512153286477,2.730051088467156,2.775564907763872,3.1668800201926617
27.008255722889295,49.886944513117506,15.905997972362018,10.526315789473696,0.4343050043105699,2.611164839335468,3.176699658818727,3.0568087497317653,3.6452782485236876
29.170206061304846,40.537018538513756,2.626216674722537,1.5873015873015928,0.5170074362113145,3.383461459483681,0.37976252992188986,0.40285395331518536,3.442250540285715
66.11072988380351,98.91225336172077,15.106874690564753,10.769230769230765,0.5748032707275592,4.714045207910317,0.9804213315858457,1.4631774536040254,8.58477856606962
19.79465000989117,24.34614589686217,1.7278735684503777,5.714285714285716,0.5197257887385376,2.1614155481344097,4.05313121398807,4.050756699282987,2.284218839439106
